Luc Van Tien/imgs/nlvnpf-0059-042.jpg	Luc Van Tien/gts/nlvnpf-0059-042.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_76b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_76b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_76a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_76a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_77a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_77a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_77b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_77b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_78b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_78b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_78a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_78a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_79b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_79b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_79a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_79a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_7a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_7a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_82a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_82a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_80b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_80b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_7b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_7b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_80a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_80a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_81b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_81b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_81a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_81a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_82b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_82b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_83b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_83b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_84a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_84a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_83a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_83a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_85a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_85a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_86a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_86a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_84b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_84b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_85b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_85b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_8a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_8a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_8b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_8b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_86b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_86b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_9a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_9a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_10a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_10a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XIII_9b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XIII_9b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_10b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_10b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_11a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_11a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_12a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_12a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_11b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_11b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_12b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_12b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_13b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_13b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_13a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_13a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_14a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_14a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_14b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_14b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_15a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_15a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_15b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_15b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_16a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_16a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_17a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_17a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_16b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_16b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_18a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_18a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_17b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_17b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_19a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_19a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_18b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_18b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_19b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_19b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_1a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_1a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_20a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_20a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_1b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_1b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_20b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_20b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_21a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_21a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_21b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_21b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_22a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_22a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_22b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_22b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_23a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_23a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_24a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_24a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_23b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_23b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_24b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_24b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_25a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_25a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_25b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_25b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_26b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_26b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_26a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_26a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_27b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_27b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_27a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_27a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_28a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_28a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_28b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_28b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_29a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_29a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_29b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_29b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_2b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_2b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_2a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_2a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_30b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_30b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_30a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_30a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_31a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_31a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_31b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_31b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_32a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_32a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_32b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_32b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_33b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_33b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_33a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_33a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_34b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_34b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_34a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_34a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_35a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_35a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_35b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_35b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_36a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_36a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_36b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_36b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_37a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_37a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_37b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_37b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_38b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_38b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_38a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_38a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_39a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_39a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_3a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_3a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_40a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_40a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_3b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_3b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_39b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_39b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_40b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_40b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_41a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_41a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_41b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_41b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_42a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_42a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_42b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_42b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_43a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_43a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_44a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_44a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_43b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_43b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_44b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_44b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_45a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_45a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_45b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_45b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_46a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_46a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_47a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_47a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_46b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_46b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_47b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_47b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_48a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_48a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_49a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_49a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_48b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_48b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_49b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_49b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_4a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_4a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_4b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_4b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_50a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_50a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_50b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_50b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_51a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_51a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_51b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_51b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_52a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_52a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_53a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_53a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_52b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_52b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_54a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_54a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_53b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_53b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_54b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_54b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_55b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_55b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_55a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_55a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_56a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_56a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_56b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_56b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_57a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_57a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_57b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_57b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_59a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_59a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_58a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_58a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_58b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_58b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_59b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_59b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_5b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_5b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_5a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_5a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_60a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_60a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_60b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_60b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_61a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_61a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_61b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_61b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_63a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_63a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_62a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_62a.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_62b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_62b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_63b.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_63b.txt
DVSKTT-4 Ban ky thuc luc/imgs/DVSKTT_ban_thuc_XII_64a.jpg	DVSKTT-4 Ban ky thuc luc/gts/DVSKTT_ban_thuc_XII_64a.txt
